Q-learning (lambda = 1600, n = 100000)

state - visits:
0	942
1	283
2	211
3	196
4	190
5	192
6	194
7	195
8	194
9	197
10	193
11	189
12	188
13	186
14	184
15	184
16	177
17	176
18	174
19	170
20	168
21	164
22	163
23	160
24	158
25	154
26	152
27	149
28	149
29	147
30	142
31	141
32	136
33	135
34	134
35	131
36	125
37	125
38	120
39	117
40	114
41	112
42	109
43	107
44	104
45	98
46	95
47	95
48	91
49	91
50	87
51	86
52	82
53	82
54	81
55	78
56	77
57	76
58	72
59	73
60	73
61	70
62	70
63	70
64	68
65	66
66	67
67	65
68	63
69	64
70	62
71	61
72	62
73	58
74	59
75	57
76	56
77	55
78	53
79	52
80	54
81	51
82	50
83	50
84	50
85	48
86	47
87	46
88	45
89	46
90	45
91	46
92	46
93	44
94	43
95	44
96	44
97	44
98	44
99	44
100	43
101	44
102	44
103	45
104	43
105	43
106	43
107	43
108	43
109	42
110	42
111	41
112	41
113	41
114	40
115	40
116	39
117	39
118	38
119	38
120	37
121	37
122	35
123	34
124	35
125	33
126	33
127	32
128	32
129	30
130	30
131	29
132	29
133	30
134	29
135	28
136	30
137	27
138	28
139	28
140	27
141	27
142	27
143	27
144	28
145	27
146	25
147	26
148	27
149	27
150	26
151	27
152	27
153	26
154	27
155	25
156	26
157	26
158	26
159	26
160	25
161	25
162	25
163	24
164	26
165	24
166	23
167	23
168	23
169	23
170	24
171	23
172	22
173	22
174	21
175	21
176	21
177	21
178	21
179	20
180	20
181	19
182	19
183	19
184	19
185	19
186	18
187	19
188	18
189	18
190	17
191	17
192	17
193	17
194	17
195	17
196	17
197	17
198	17
199	16
200	18
201	17
202	17
203	17
204	16
205	16
206	15
207	16
208	16
209	16
210	16
211	15
212	16
213	16
214	15
215	16
216	16
217	15
218	16
219	15
220	15
221	15
222	15
223	15
224	14
225	15
226	14
227	14
228	14
229	13
230	14
231	14
232	14
233	14
234	14
235	14
236	13
237	13
238	12
239	12
240	13
241	13
242	13
243	13
244	13
245	12
246	13
247	13
248	12
249	12
250	12
251	11
252	12
253	11
254	11
255	11
256	11
257	11
258	11
259	11
260	10
261	10
262	11
263	11
264	10
265	10
266	10
267	10
268	10
269	10
270	9
271	9
272	9
273	9
274	10
275	9
276	9
277	9
278	8
279	9
280	9
281	9
282	9
283	9
284	8
285	9
286	8
287	8
288	8
289	8
290	8
291	8
292	8
293	8
294	7
295	7
296	8
297	8
298	8
299	8
300	7
301	7
302	7
