Q-learning (lambda = 1600, n = 90000)

state - visits:
0	897
1	256
2	191
3	179
4	175
5	175
6	176
7	177
8	176
9	174
10	174
11	175
12	173
13	171
14	172
15	169
16	167
17	164
18	165
19	164
20	159
21	159
22	158
23	154
24	151
25	151
26	145
27	143
28	140
29	138
30	133
31	134
32	130
33	124
34	119
35	120
36	114
37	114
38	110
39	107
40	104
41	101
42	99
43	97
44	96
45	92
46	91
47	89
48	88
49	85
50	84
51	82
52	79
53	78
54	75
55	74
56	73
57	72
58	70
59	69
60	66
61	64
62	63
63	63
64	61
65	59
66	57
67	56
68	55
69	54
70	54
71	51
72	50
73	48
74	48
75	48
76	46
77	45
78	47
79	44
80	45
81	44
82	44
83	44
84	43
85	42
86	43
87	41
88	41
89	41
90	41
91	40
92	39
93	39
94	39
95	39
96	38
97	37
98	36
99	35
100	35
101	35
102	34
103	33
104	33
105	32
106	31
107	30
108	29
109	30
110	28
111	29
112	28
113	28
114	28
115	27
116	26
117	27
118	25
119	25
120	26
121	24
122	25
123	25
124	24
125	25
126	24
127	24
128	24
129	24
130	24
131	23
132	22
133	23
134	24
135	23
136	23
137	23
138	23
139	23
140	23
141	23
142	23
143	23
144	22
145	24
146	23
147	22
148	23
149	23
150	22
151	23
152	21
153	22
154	23
155	22
156	22
157	22
158	21
159	21
160	21
161	22
162	20
163	21
164	21
165	21
166	21
167	21
168	20
169	20
170	21
171	20
172	20
173	20
174	20
175	20
176	19
177	19
178	18
179	19
180	19
181	19
182	18
183	18
184	18
185	18
186	17
187	18
188	18
189	18
190	18
191	18
192	18
193	18
194	17
195	18
196	16
197	17
198	17
199	17
200	17
201	17
202	16
203	16
204	16
205	16
206	16
207	15
208	15
209	15
210	14
211	15
212	14
213	15
214	14
215	14
216	14
217	13
218	14
219	14
220	13
221	13
222	13
223	12
224	12
225	12
226	12
227	12
228	11
229	12
230	12
231	12
232	12
233	11
234	10
235	11
236	11
237	11
238	10
239	10
240	11
241	10
242	10
243	10
244	11
245	10
246	10
247	10
248	9
249	10
250	9
251	9
252	9
253	9
254	9
255	10
256	9
257	9
258	9
259	9
260	9
261	8
262	9
263	9
264	9
265	9
266	8
267	9
268	8
269	8
270	9
271	9
272	9
273	9
274	9
275	9
276	8
277	8
278	8
279	8
280	9
281	8
282	8
283	8
284	8
285	8
286	8
287	8
288	8
289	8
290	8
291	8
292	8
293	8
294	8
295	8
296	8
297	7
298	8
299	7
300	7
301	7
302	8
303	8
304	7
305	8
306	7
307	7
308	7
309	7
310	7
311	6
312	7
313	7
314	6
315	7
316	7
317	6
318	7
319	6
320	6
321	6
322	6
323	6
324	6
325	6
326	6
327	6
328	6
329	6
330	6
331	6
332	6
333	6
334	6
335	6
336	6
337	5
338	6
339	6
340	5
341	5
342	6
343	6
344	6
345	5
346	6
347	5
348	6
349	5
350	5
351	6
352	5
353	5
354	5
355	5
356	5
357	5
358	5
359	5
360	5
361	6
362	5
363	5
364	5
365	5
366	5
367	4
368	5
369	5
370	4
371	4
372	5
373	4
374	4
375	4
376	4
377	4
378	4
379	4
380	4
381	4
382	4
383	4
384	4
385	4
386	4
387	4
388	4
389	4
390	4
391	3
392	3
393	3
394	3
395	3
396	3
397	3
398	3
399	3
400	3
401	3
402	3
403	3
404	3
405	3
406	3
407	3
408	3
409	3
410	3
411	3
412	3
413	3
414	3
415	3
416	3
417	3
418	2
419	3
420	2
421	2
422	3
423	3
424	2
425	3
426	3
427	2
428	2
429	2
430	2
431	2
432	2
433	2
434	2
435	2
436	2
437	2
438	2
439	2
440	2
441	2
442	2
443	2
444	2
445	2
446	2
447	2
448	2
449	2
450	2
451	2
452	2
453	2
454	2
455	2
456	2
457	2
458	2
459	2
460	2
461	2
462	2
463	2
464	2
465	2
466	1
467	2
468	2
469	2
470	1
471	2
