Q-learning (lambda = 100, n = 20000)

state - visits:
0	3716
1	798
2	526
3	431
4	379
5	342
6	306
7	277
8	252
9	230
10	202
11	180
12	159
13	141
14	122
15	105
16	93
17	81
18	71
19	63
20	58
21	50
22	46
23	42
24	37
25	34
26	31
27	29
28	26
29	24
30	21
31	19
32	17
33	16
34	14
35	13
36	10
37	9
38	8
39	7
40	6
41	5
42	4
43	3
44	2
45	2
46	1
47	1
48	1
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
